# Program:featureCounts v2.1.1; Command:"featureCounts" "-a" "/home/StudentFirst/BIFS619/Group_Project/BIFS619_GROUP_01/00_rawdata/fastq_data/reference/NZ_CP076404.1.gtf" "-o" "/home/StudentFirst/BIFS619/Group_Project/BIFS619_GROUP_01/03_annotation/counts/raw_counts.txt" "-T" "8" "-p" "-B" "-t" "CDS" "-g" "gene_id" "/home/StudentFirst/BIFS619/Group_Project/BIFS619_GROUP_01/01_allignment/alignment/bam/SRR9613403.bam" "/home/StudentFirst/BIFS619/Group_Project/BIFS619_GROUP_01/01_allignment/alignment/bam/SRR9613404.bam" "/home/StudentFirst/BIFS619/Group_Project/BIFS619_GROUP_01/01_allignment/alignment/bam/SRR9613405.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/StudentFirst/BIFS619/Group_Project/BIFS619_GROUP_01/01_allignment/alignment/bam/SRR9613403.bam	/home/StudentFirst/BIFS619/Group_Project/BIFS619_GROUP_01/01_allignment/alignment/bam/SRR9613404.bam	/home/StudentFirst/BIFS619/Group_Project/BIFS619_GROUP_01/01_allignment/alignment/bam/SRR9613405.bam
KJY95_RS01695	NZ_CP076404.1	353397	354260	+	864	127	147	147
KJY95_RS01700	NZ_CP076404.1	354273	355079	+	807	55	70	83
KJY95_RS01705	NZ_CP076404.1	355079	356026	+	948	82	66	67
KJY95_RS01710	NZ_CP076404.1	356026	357036	+	1011	122	118	119
KJY95_RS01715	NZ_CP076404.1	357617	358825	+	1209	217	241	211
KJY95_RS01720	NZ_CP076404.1	358930	359466	+	537	744	998	815
KJY95_RS01725	NZ_CP076404.1	359696	360526	-	831	2598	2863	2099
KJY95_RS01730	NZ_CP076404.1	360623	361729	-	1107	7429	7702	4940
KJY95_RS01735	NZ_CP076404.1	361767	362039	-	273	2781	2698	1907
KJY95_RS01740	NZ_CP076404.1	362230	363000	-	771	396	333	304
KJY95_RS01745	NZ_CP076404.1	363005	363445	-	441	148	129	118
KJY95_RS01750	NZ_CP076404.1;NZ_CP076404.1	363509;363824	363824;364734	+;+	1226	95	94	68
KJY95_RS01755	NZ_CP076404.1	364749	365009	-	261	66	57	64
KJY95_RS01760	NZ_CP076404.1	364900	366093	-	1194	322	300	248
KJY95_RS01765	NZ_CP076404.1	366106	366774	-	669	93	87	119
KJY95_RS01770	NZ_CP076404.1	367390	368349	+	960	130	101	113
KJY95_RS01775	NZ_CP076404.1	368365	369129	+	765	88	68	87
KJY95_RS01780	NZ_CP076404.1	369129	369953	+	825	117	111	95
KJY95_RS01785	NZ_CP076404.1	369953	370801	+	849	856	866	692
KJY95_RS01790	NZ_CP076404.1	370914	371885	-	972	3406	3701	3119
KJY95_RS01795	NZ_CP076404.1	372409	373854	+	1446	1200	1344	1281
KJY95_RS01800	NZ_CP076404.1;NZ_CP076404.1	373900;374798	374798;375059	-;-	1160	259	281	247
KJY95_RS01805	NZ_CP076404.1	375131	376573	+	1443	1062	1057	928
KJY95_RS01810	NZ_CP076404.1	376664	377284	+	621	167	247	221
KJY95_RS01815	NZ_CP076404.1	377291	378445	-	1155	586	646	639
KJY95_RS01820	NZ_CP076404.1	378797	380014	+	1218	638	829	776
KJY95_RS01825	NZ_CP076404.1	380030	381121	+	1092	625	784	702
KJY95_RS01830	NZ_CP076404.1	381186	381491	-	306	144	148	136
KJY95_RS01835	NZ_CP076404.1	381751	381960	+	210	97	124	122
KJY95_RS01840	NZ_CP076404.1	381990	383081	-	1092	2406	2782	2414
KJY95_RS01845	NZ_CP076404.1	383159	383359	+	201	46	31	50
KJY95_RS01850	NZ_CP076404.1	383544	383801	+	258	492	563	627
KJY95_RS01855	NZ_CP076404.1	383905	385317	+	1413	984	1005	884
KJY95_RS01860	NZ_CP076404.1	385439	385756	+	318	180	184	225
KJY95_RS01865	NZ_CP076404.1	385861	386973	+	1113	615	541	464
KJY95_RS01870	NZ_CP076404.1	386996	387802	-	807	1433	1448	1183
KJY95_RS01875	NZ_CP076404.1	387922	388377	+	456	774	909	797
KJY95_RS01880	NZ_CP076404.1	388563	389084	+	522	2601	2739	2417
KJY95_RS01885	NZ_CP076404.1	389137	389325	+	189	1029	1176	1074
KJY95_RS01890	NZ_CP076404.1	389586	390260	+	675	1226	1470	1214
KJY95_RS01895	NZ_CP076404.1	390335	390616	+	282	1302	1419	1470
KJY95_RS01900	NZ_CP076404.1	390767	391105	+	339	568	561	480
KJY95_RS01905	NZ_CP076404.1	391105	391185	+	81	126	156	103
KJY95_RS01910	NZ_CP076404.1	391269	392177	-	909	2086	2487	2189
KJY95_RS01915	NZ_CP076404.1	392302	393207	+	906	366	358	313
KJY95_RS01920	NZ_CP076404.1	393458	394639	-	1182	454	577	481
KJY95_RS01925	NZ_CP076404.1	394768	397911	-	3144	789	872	690
KJY95_RS01930	NZ_CP076404.1	397911	399110	-	1200	738	810	678
KJY95_RS01935	NZ_CP076404.1	399300	399986	+	687	642	646	446
KJY95_RS01940	NZ_CP076404.1	400047	401339	+	1293	697	665	528
KJY95_RS01945	NZ_CP076404.1	401749	403065	+	1317	3620	3879	2700
KJY95_RS01950	NZ_CP076404.1	403144	404514	+	1371	3883	4016	2818
KJY95_RS01955	NZ_CP076404.1	404673	406487	+	1815	1290	1662	1444
KJY95_RS01960	NZ_CP076404.1	406498	407076	-	579	565	626	535
KJY95_RS01965	NZ_CP076404.1	407169	408236	+	1068	5465	5474	4860
KJY95_RS01970	NZ_CP076404.1	408295	409419	+	1125	6958	8861	7533
KJY95_RS01975	NZ_CP076404.1	409445	409774	+	330	3372	4813	4328
KJY95_RS01980	NZ_CP076404.1	409805	411649	+	1845	8352	10599	8253
KJY95_RS01985	NZ_CP076404.1	411663	412631	+	969	3289	4156	2973
KJY95_RS01990	NZ_CP076404.1	412763	413107	+	345	888	997	988
KJY95_RS01995	NZ_CP076404.1	413290	414171	-	882	3606	4244	4001
KJY95_RS02000	NZ_CP076404.1	414473	415009	-	537	308	320	311
KJY95_RS02005	NZ_CP076404.1	415160	415606	+	447	1450	1610	1047
KJY95_RS02010	NZ_CP076404.1	415613	416713	+	1101	3072	3382	2479
KJY95_RS02015	NZ_CP076404.1	416805	417272	+	468	3580	3904	2965
KJY95_RS02020	NZ_CP076404.1	417295	417711	+	417	3829	3921	3046
KJY95_RS02025	NZ_CP076404.1	417792	418766	+	975	813	804	647
KJY95_RS02030	NZ_CP076404.1	418747	419262	+	516	1306	1428	885
KJY95_RS02035	NZ_CP076404.1	419322	420293	-	972	1055	1116	889
KJY95_RS02040	NZ_CP076404.1	420476	422335	-	1860	4016	4403	3438
KJY95_RS02045	NZ_CP076404.1	422363	423259	-	897	2782	3432	2661
KJY95_RS02050	NZ_CP076404.1	423262	423501	-	240	1277	1299	1125
KJY95_RS02055	NZ_CP076404.1	423707	425152	+	1446	4340	4759	3629
KJY95_RS02060	NZ_CP076404.1	425212	425799	-	588	827	890	767
KJY95_RS02065	NZ_CP076404.1	425765	426673	-	909	1432	1593	1394
KJY95_RS02070	NZ_CP076404.1	426841	427329	+	489	2947	3567	2857
KJY95_RS02075	NZ_CP076404.1	427463	428824	-	1362	1881	1955	1475
KJY95_RS02080	NZ_CP076404.1	428976	429863	-	888	3101	4554	3331
KJY95_RS02085	NZ_CP076404.1	429878	430204	-	327	1218	1683	1224
KJY95_RS02090	NZ_CP076404.1	430207	430818	-	612	2617	3441	2535
KJY95_RS02095	NZ_CP076404.1	430811	432799	-	1989	21147	25162	19830
KJY95_RS02100	NZ_CP076404.1	432824	433768	-	945	26112	30170	26436
KJY95_RS02105	NZ_CP076404.1	434231	435703	-	1473	1397	1641	1386
KJY95_RS02110	NZ_CP076404.1	435750	436325	-	576	2887	3550	3410
KJY95_RS02115	NZ_CP076404.1	436630	436944	+	315	1129	1527	1496
KJY95_RS02120	NZ_CP076404.1	437291	438586	+	1296	64392	77902	66783
KJY95_RS02125	NZ_CP076404.1	438835	439455	+	621	9325	10295	8306
KJY95_RS02130	NZ_CP076404.1	439584	440855	+	1272	15361	17256	12964
KJY95_RS02135	NZ_CP076404.1	441046	443397	+	2352	8012	9665	7340
KJY95_RS02140	NZ_CP076404.1	443591	443878	+	288	4370	6271	4835
KJY95_RS02145	NZ_CP076404.1	444073	445941	+	1869	9594	11718	10207
KJY95_RS02150	NZ_CP076404.1	446095	446463	+	369	402	461	363
KJY95_RS02155	NZ_CP076404.1	446560	446955	+	396	475	519	525
KJY95_RS02160	NZ_CP076404.1	447013	447705	-	693	879	977	862
KJY95_RS02165	NZ_CP076404.1	447773	449470	-	1698	623	669	576
KJY95_RS02170	NZ_CP076404.1	449570	450385	+	816	513	554	456
KJY95_RS02175	NZ_CP076404.1	450541	450996	+	456	435	508	401
KJY95_RS02180	NZ_CP076404.1	451029	452798	+	1770	996	1179	841
KJY95_RS02185	NZ_CP076404.1	452794	454572	+	1779	756	828	619
KJY95_RS02190	NZ_CP076404.1	454756	455091	+	336	53	50	58
KJY95_RS02195	NZ_CP076404.1	455124	456407	+	1284	532	538	427
KJY95_RS02200	NZ_CP076404.1	456462	457319	-	858	1099	1251	1115
KJY95_RS02205	NZ_CP076404.1	457537	458106	+	570	1378	1330	1376
KJY95_RS02210	NZ_CP076404.1	458143	458451	-	309	386	299	321
KJY95_RS02220	NZ_CP076404.1	458830	459180	+	351	2160	2141	1386
KJY95_RS02225	NZ_CP076404.1	459228	460775	-	1548	2427	2669	1846
KJY95_RS02230	NZ_CP076404.1	460942	461409	-	468	2568	2496	2335
KJY95_RS02235	NZ_CP076404.1	461528	462076	-	549	5831	6525	5654
KJY95_RS02240	NZ_CP076404.1	462251	462466	-	216	4846	6437	6208
KJY95_RS02245	NZ_CP076404.1	462495	462866	-	372	4911	6094	5721
KJY95_RS02250	NZ_CP076404.1	463415	466561	-	3147	18437	24147	18666
KJY95_RS02255	NZ_CP076404.1	466587	467777	-	1191	11685	15102	14220
KJY95_RS02260	NZ_CP076404.1	467919	468563	+	645	2361	3270	3252
KJY95_RS02265	NZ_CP076404.1	468694	472053	+	3360	4345	4771	4017
KJY95_RS02270	NZ_CP076404.1	472271	472429	-	159	241	253	198
KJY95_RS02275	NZ_CP076404.1	472446	472970	-	525	782	660	608
KJY95_RS02280	NZ_CP076404.1	473040	473414	+	375	299	328	256
KJY95_RS02285	NZ_CP076404.1	473570	474118	+	549	4179	4433	3079
KJY95_RS02290	NZ_CP076404.1	474250	476178	+	1929	5591	5608	4246
KJY95_RS02295	NZ_CP076404.1	476234	476560	+	327	1233	1254	1054
KJY95_RS02300	NZ_CP076404.1	476563	477165	+	603	1376	1416	1123
KJY95_RS02305	NZ_CP076404.1	477278	479149	+	1872	1120	1244	1246
KJY95_RS02310	NZ_CP076404.1	479333	479974	+	642	8291	10303	9732
KJY95_RS02315	NZ_CP076404.1	480213	481172	+	960	1389	1530	1107
KJY95_RS02320	NZ_CP076404.1	481175	482131	-	957	586	661	542
KJY95_RS02325	NZ_CP076404.1	482283	483584	+	1302	4129	4227	3363
KJY95_RS02330	NZ_CP076404.1	483723	485396	-	1674	2620	2506	2122
KJY95_RS02335	NZ_CP076404.1	485637	486854	-	1218	557	693	573
KJY95_RS02340	NZ_CP076404.1	487072	488721	+	1650	954	1142	1001
KJY95_RS02345	NZ_CP076404.1	488764	489240	-	477	500	593	435
KJY95_RS02350	NZ_CP076404.1	489447	490238	-	792	1208	1025	831
KJY95_RS02355	NZ_CP076404.1	490376	490714	+	339	1362	1512	1524
KJY95_RS02360	NZ_CP076404.1	491036	493537	-	2502	2263	3590	2575
KJY95_RS02365	NZ_CP076404.1	493799	494728	+	930	78	89	91
KJY95_RS02370	NZ_CP076404.1	494734	496023	+	1290	360	318	271
KJY95_RS02375	NZ_CP076404.1	496057	496151	+	95	34	33	37
KJY95_RS02380	NZ_CP076404.1	496151	496555	+	405	532	528	458
KJY95_RS02385	NZ_CP076404.1	496562	497017	-	456	642	652	528
KJY95_RS02390	NZ_CP076404.1	497017	497931	-	915	1330	1383	1130
KJY95_RS02395	NZ_CP076404.1	498077	498751	+	675	343	482	405
KJY95_RS02400	NZ_CP076404.1	498741	499517	+	777	348	378	389
KJY95_RS02405	NZ_CP076404.1	499586	500437	-	852	1138	1129	1083
KJY95_RS02410	NZ_CP076404.1	500501	501307	-	807	912	866	806
KJY95_RS02415	NZ_CP076404.1	501300	501920	-	621	822	811	835
KJY95_RS02420	NZ_CP076404.1	501891	502574	+	684	409	381	339
KJY95_RS02425	NZ_CP076404.1	502574	504985	+	2412	567	575	536
KJY95_RS02430	NZ_CP076404.1	505419	509696	+	4278	1446	1499	1518
KJY95_RS02435	NZ_CP076404.1	509739	510104	+	366	226	322	270
KJY95_RS02440	NZ_CP076404.1	510131	510814	+	684	800	708	589
KJY95_RS02445	NZ_CP076404.1	510798	511055	+	258	126	105	135
KJY95_RS02450	NZ_CP076404.1	511115	511285	+	171	80	116	107
KJY95_RS22375	NZ_CP076404.1	511655	511747	+	93	110	129	84
KJY95_RS02455	NZ_CP076404.1	511812	512174	-	363	375	471	289
KJY95_RS02460	NZ_CP076404.1	512293	513384	-	1092	817	1014	797
KJY95_RS02465	NZ_CP076404.1	513456	514379	-	924	121	67	97
KJY95_RS02470	NZ_CP076404.1	514609	515088	+	480	170	167	184
KJY95_RS02475	NZ_CP076404.1	515169	515981	+	813	1482	1682	1289
KJY95_RS02480	NZ_CP076404.1	516074	517852	+	1779	117	140	205
KJY95_RS02485	NZ_CP076404.1	517868	518641	+	774	34	46	65
KJY95_RS02490	NZ_CP076404.1	518744	519619	+	876	69	76	51
KJY95_RS02495	NZ_CP076404.1	519791	521242	+	1452	81	79	84
KJY95_RS02500	NZ_CP076404.1	521305	522663	+	1359	204	173	210
KJY95_RS02505	NZ_CP076404.1	522723	524021	+	1299	144	131	137
KJY95_RS02510	NZ_CP076404.1	524046	525188	+	1143	150	151	125
KJY95_RS02515	NZ_CP076404.1	525422	526204	-	783	327	387	322
KJY95_RS02520	NZ_CP076404.1	526218	527450	-	1233	264	292	284
KJY95_RS02525	NZ_CP076404.1	527475	528521	-	1047	204	142	224
KJY95_RS02530	NZ_CP076404.1	528838	530502	+	1665	151	134	128
KJY95_RS02535	NZ_CP076404.1	530515	531771	+	1257	144	115	127
KJY95_RS02540	NZ_CP076404.1	531785	532597	+	813	118	107	108
KJY95_RS02545	NZ_CP076404.1	532597	533487	+	891	372	235	195
KJY95_RS02550	NZ_CP076404.1	533688	534752	-	1065	1831	1338	878
KJY95_RS02555	NZ_CP076404.1	534752	535258	-	507	1208	814	563
KJY95_RS02560	NZ_CP076404.1	535379	536098	-	720	709	770	683
KJY95_RS02565	NZ_CP076404.1	536104	536595	-	492	2811	3818	3858
KJY95_RS02570	NZ_CP076404.1	536769	538151	+	1383	2761	3539	2861
KJY95_RS02575	NZ_CP076404.1	538193	538711	-	519	373	455	320
KJY95_RS02580	NZ_CP076404.1	538822	539031	-	210	324	345	253
KJY95_RS02585	NZ_CP076404.1	539036	539899	-	864	3922	3751	2854
KJY95_RS02590	NZ_CP076404.1	540370	540909	+	540	119	81	78
KJY95_RS02595	NZ_CP076404.1	541132	541821	+	690	560	482	361
KJY95_RS02600	NZ_CP076404.1	541855	544455	+	2601	1316	1241	1014
KJY95_RS02605	NZ_CP076404.1	544500	545474	+	975	147	141	135
KJY95_RS02610	NZ_CP076404.1	545488	546000	+	513	86	89	90
KJY95_RS02615	NZ_CP076404.1	546009	546638	-	630	168	190	148
KJY95_RS02625	NZ_CP076404.1	546976	548136	-	1161	7590	7494	6515
KJY95_RS02630	NZ_CP076404.1	548259	548534	-	276	128	103	108
KJY95_RS02635	NZ_CP076404.1	548534	548842	+	309	88	78	98
KJY95_RS02640	NZ_CP076404.1	548842	548928	+	87	39	31	38
KJY95_RS02645	NZ_CP076404.1;NZ_CP076404.1	549000;549261	549261;550159	+;+	1160	39	49	34
KJY95_RS02650	NZ_CP076404.1	550187	550402	+	216	213	245	236
KJY95_RS02655	NZ_CP076404.1	550473	550802	+	330	600	749	688
KJY95_RS02660	NZ_CP076404.1	550853	550999	+	147	25	53	24
KJY95_RS02665	NZ_CP076404.1	551060	552583	+	1524	194	259	240
KJY95_RS02670	NZ_CP076404.1	553051	553599	+	549	210	187	192
KJY95_RS02675	NZ_CP076404.1	553612	554406	+	795	690	886	927
KJY95_RS02680	NZ_CP076404.1	554526	554624	+	99	64	60	61
KJY95_RS02685	NZ_CP076404.1	554624	555076	+	453	66	71	61
KJY95_RS02690	NZ_CP076404.1	555079	555246	+	168	10	16	10
KJY95_RS02695	NZ_CP076404.1	555242	555529	+	288	27	27	29
KJY95_RS02700	NZ_CP076404.1	555529	555888	+	360	26	22	27
KJY95_RS02705	NZ_CP076404.1	555888	556025	+	138	14	17	10
KJY95_RS02710	NZ_CP076404.1	556114	556494	+	381	47	81	83
KJY95_RS02715	NZ_CP076404.1	556898	557875	-	978	0	5	0
KJY95_RS02720	NZ_CP076404.1	557947	558354	-	408	74	81	116
KJY95_RS02725	NZ_CP076404.1	558640	558843	+	204	144	206	183
KJY95_RS02730	NZ_CP076404.1	559014	559205	-	192	131	147	177
KJY95_RS02735	NZ_CP076404.1	559594	560136	+	543	96	115	99
KJY95_RS02740	NZ_CP076404.1	560114	560419	+	306	62	74	66
KJY95_RS02745	NZ_CP076404.1	560420	560854	+	435	136	83	120
KJY95_RS22250	NZ_CP076404.1	560830	560964	+	135	0	0	0
KJY95_RS02750	NZ_CP076404.1	560915	561578	-	664	168	201	206
KJY95_RS02755	NZ_CP076404.1	561728	561892	+	165	26	32	19
KJY95_RS02760	NZ_CP076404.1	562441	563187	+	747	336	689	548
KJY95_RS02765	NZ_CP076404.1	563443	564393	-	951	3936	4288	3716
KJY95_RS02770	NZ_CP076404.1	564910	565668	-	759	368	437	385
KJY95_RS02775	NZ_CP076404.1	565854	566741	-	888	384	419	371
KJY95_RS02780	NZ_CP076404.1	566745	569714	-	2970	989	796	709
KJY95_RS02785	NZ_CP076404.1	569704	571938	-	2235	1237	1383	1103
KJY95_RS02790	NZ_CP076404.1	572091	573530	-	1440	519	559	507
KJY95_RS02795	NZ_CP076404.1	573523	574203	-	681	928	1032	840
KJY95_RS02800	NZ_CP076404.1	574360	575730	+	1371	350	320	194
KJY95_RS02805	NZ_CP076404.1	575891	576220	+	330	72	66	63
KJY95_RS02810	NZ_CP076404.1	576239	577459	+	1221	272	185	175
KJY95_RS02815	NZ_CP076404.1	577474	580614	+	3141	614	548	424
KJY95_RS02820	NZ_CP076404.1	580719	582092	+	1374	3277	3389	2239
KJY95_RS02825	NZ_CP076404.1	582179	583423	-	1245	2401	2788	2342
KJY95_RS02830	NZ_CP076404.1	583534	584184	-	651	2366	2850	2386
KJY95_RS02835	NZ_CP076404.1	584281	584646	-	366	556	661	568
KJY95_RS02840	NZ_CP076404.1	584714	584959	-	246	439	570	558
KJY95_RS02845	NZ_CP076404.1	585028	586143	-	1116	517	499	407
KJY95_RS22255	NZ_CP076404.1	586362	586627	-	266	371	316	301
KJY95_RS02850	NZ_CP076404.1	586596	586745	+	150	34	34	43
KJY95_RS02855	NZ_CP076404.1	586825	587934	+	1110	117	114	99
KJY95_RS02860	NZ_CP076404.1	588222	588839	-	618	281	263	243
KJY95_RS02865	NZ_CP076404.1	589017	591254	-	2238	375	369	371
KJY95_RS02870	NZ_CP076404.1	591497	592696	+	1200	90	96	96
KJY95_RS02875	NZ_CP076404.1	592702	592917	+	216	19	15	16
KJY95_RS02880	NZ_CP076404.1	592917	596795	+	3879	1072	952	713
KJY95_RS02885	NZ_CP076404.1	597014	598144	+	1131	103	109	91
KJY95_RS02890	NZ_CP076404.1	598147	598959	-	813	68	50	71
KJY95_RS02895	NZ_CP076404.1	598959	599948	-	990	110	100	102
KJY95_RS02900	NZ_CP076404.1	599948	600949	-	1002	201	184	135
KJY95_RS02905	NZ_CP076404.1	601060	602307	+	1248	192	207	193
KJY95_RS02910	NZ_CP076404.1	602317	603270	-	954	164	96	110
KJY95_RS02915	NZ_CP076404.1	603645	604817	+	1173	156	125	131
KJY95_RS02920	NZ_CP076404.1	604830	606437	+	1608	130	121	155
KJY95_RS02925	NZ_CP076404.1	606454	607308	+	855	91	81	91
KJY95_RS02930	NZ_CP076404.1	607311	608054	+	744	211	190	196
KJY95_RS02935	NZ_CP076404.1	608060	608470	+	411	61	83	69
KJY95_RS02940	NZ_CP076404.1	608654	610756	+	2103	953	973	964
KJY95_RS02945	NZ_CP076404.1	610942	611136	+	195	200	189	153
KJY95_RS02950	NZ_CP076404.1	611152	612237	-	1086	873	881	634
KJY95_RS02955	NZ_CP076404.1	612346	613503	+	1158	452	376	348
KJY95_RS02960	NZ_CP076404.1	613510	614136	-	627	126	164	135
KJY95_RS02965	NZ_CP076404.1	614112	615329	-	1218	178	174	191
KJY95_RS02970	NZ_CP076404.1	615479	616378	-	900	330	395	364
KJY95_RS02975	NZ_CP076404.1	616590	617333	-	744	437	414	367
KJY95_RS02980	NZ_CP076404.1	617705	618265	+	561	7179	8332	8530
KJY95_RS02985	NZ_CP076404.1	618513	620075	+	1563	5173	5594	4910
KJY95_RS02990	NZ_CP076404.1	620202	620627	-	426	4376	5012	4239
KJY95_RS02995	NZ_CP076404.1	620848	622083	+	1236	430	427	453
KJY95_RS22260	NZ_CP076404.1	622093	622179	-	87	86	70	76
KJY95_RS03000	NZ_CP076404.1	622320	622727	-	408	1229	1334	1297
KJY95_RS03005	NZ_CP076404.1	622960	623763	-	804	1053	1271	1180
KJY95_RS03010	NZ_CP076404.1	623880	625340	-	1461	330	296	326
KJY95_RS03015	NZ_CP076404.1	625394	626269	-	876	117	84	109
KJY95_RS03020	NZ_CP076404.1	626247	626795	-	549	109	93	139
KJY95_RS03025	NZ_CP076404.1	626802	628331	-	1530	132	114	154
KJY95_RS03030	NZ_CP076404.1	628345	629250	-	906	83	91	92
KJY95_RS03035	NZ_CP076404.1	629250	629543	-	294	15	15	12
KJY95_RS03040	NZ_CP076404.1	629561	630616	-	1056	319	369	344
KJY95_RS03045	NZ_CP076404.1	630995	632650	+	1656	1178	1090	834
KJY95_RS03050	NZ_CP076404.1	632622	633299	+	678	523	463	391
KJY95_RS03055	NZ_CP076404.1	633346	634728	-	1383	641	1211	960
KJY95_RS03060	NZ_CP076404.1	635317	635874	+	558	312	397	360
KJY95_RS03065	NZ_CP076404.1	636052	636258	+	207	21780	32143	49701
KJY95_RS03070	NZ_CP076404.1	636318	636698	-	381	1470	2048	1873
KJY95_RS03075	NZ_CP076404.1	636791	637575	+	785	985	1129	952
KJY95_RS03080	NZ_CP076404.1	637707	637907	+	201	1464	1610	1208
KJY95_RS03085	NZ_CP076404.1	638014	638976	-	963	6198	5748	3719
KJY95_RS03090	NZ_CP076404.1	639188	640138	-	951	809	906	623
KJY95_RS03095	NZ_CP076404.1	640400	641038	-	639	1095	1211	999
KJY95_RS03100	NZ_CP076404.1	641142	641402	-	261	610	718	654
KJY95_RS03105	NZ_CP076404.1	641515	642723	-	1209	1982	2600	2442
KJY95_RS03110	NZ_CP076404.1	642865	643950	-	1086	1750	1892	1698
KJY95_RS03115	NZ_CP076404.1	643964	645073	-	1110	927	861	846
KJY95_RS03120	NZ_CP076404.1	645079	646977	-	1899	2449	2372	2093
KJY95_RS03125	NZ_CP076404.1	647011	647475	-	465	1862	1835	1536
KJY95_RS03130	NZ_CP076404.1	647482	647796	-	315	1644	1700	1445
KJY95_RS03135	NZ_CP076404.1	648059	648667	-	609	240	213	259
KJY95_RS03140	NZ_CP076404.1	648694	649332	-	639	449	412	427
KJY95_RS03145	NZ_CP076404.1	649337	650365	-	1029	1128	1076	1180
KJY95_RS03150	NZ_CP076404.1	650368	650946	-	579	1910	2291	1763
KJY95_RS03155	NZ_CP076404.1	650964	653543	-	2580	11938	13414	10850
KJY95_RS03160	NZ_CP076404.1	653778	654257	+	480	240	304	378
KJY95_RS03165	NZ_CP076404.1	654333	655307	-	975	295	290	310
KJY95_RS03170	NZ_CP076404.1	655471	656175	+	705	176	148	115
KJY95_RS03175	NZ_CP076404.1	656175	657599	+	1425	556	497	412
KJY95_RS03180	NZ_CP076404.1	657615	658166	-	552	76	98	97
KJY95_RS03185	NZ_CP076404.1	658268	658972	+	705	136	121	116
KJY95_RS03190	NZ_CP076404.1	658972	660420	+	1449	549	555	447
KJY95_RS03195	NZ_CP076404.1	660486	662153	-	1668	512	510	390
KJY95_RS03200	NZ_CP076404.1	662240	663172	-	933	445	708	756
KJY95_RS03205	NZ_CP076404.1	663293	664015	-	723	418	402	371
KJY95_RS03210	NZ_CP076404.1	664018	664689	-	672	240	293	211
KJY95_RS03215	NZ_CP076404.1	664692	665429	-	738	355	397	350
KJY95_RS03220	NZ_CP076404.1	665602	666507	-	906	1099	1172	1283
KJY95_RS03225	NZ_CP076404.1	666760	667737	-	978	9	3	13
KJY95_RS03230	NZ_CP076404.1	668106	669641	-	1536	1765	1797	1499
KJY95_RS03235	NZ_CP076404.1	669669	670544	-	876	2566	2691	2304
KJY95_RS03240	NZ_CP076404.1	670637	671101	-	465	485	471	466
KJY95_RS03245	NZ_CP076404.1	671101	672138	-	1038	1214	1365	1184
KJY95_RS03250	NZ_CP076404.1	672294	673715	-	1422	6579	7058	5577
KJY95_RS03255	NZ_CP076404.1	673861	675033	+	1173	950	1266	1005
KJY95_RS03290	NZ_CP076404.1	676276	677937	-	1662	2135	1989	1817
KJY95_RS03295	NZ_CP076404.1	678337	679086	-	750	1888	2002	1580
KJY95_RS03300	NZ_CP076404.1	679137	680354	-	1218	1104	1178	1168
KJY95_RS03305	NZ_CP076404.1	680366	681511	-	1146	1203	1306	1138
KJY95_RS03310	NZ_CP076404.1	681574	682371	-	798	678	815	775
KJY95_RS03315	NZ_CP076404.1	682704	684647	+	1944	1786	2596	2241
KJY95_RS03320	NZ_CP076404.1	684853	686514	+	1662	4465	6076	4638
KJY95_RS03325	NZ_CP076404.1	687094	688497	+	1404	694	690	727
KJY95_RS03330	NZ_CP076404.1	688550	688873	+	324	528	577	416
KJY95_RS03335	NZ_CP076404.1	688963	689406	-	444	8965	8935	9054
KJY95_RS03340	NZ_CP076404.1	689402	689485	-	84	1744	1858	1677
KJY95_RS03345	NZ_CP076404.1	689698	690225	-	528	4687	5595	5536
KJY95_RS03350	NZ_CP076404.1	690368	690658	-	291	1780	1738	1524
KJY95_RS03355	NZ_CP076404.1	690801	691562	-	762	830	961	752
KJY95_RS03360	NZ_CP076404.1	691747	692289	+	543	2514	2840	2850
KJY95_RS03365	NZ_CP076404.1	692318	693955	+	1638	5471	5914	4605
KJY95_RS03370	NZ_CP076404.1	694172	694663	+	492	203	192	241
KJY95_RS03375	NZ_CP076404.1	694710	695357	-	648	221	157	132
KJY95_RS03380	NZ_CP076404.1	695484	695615	-	132	117	97	98
KJY95_RS03385	NZ_CP076404.1	695709	697025	-	1317	322	320	289
KJY95_RS03390	NZ_CP076404.1	697025	699220	-	2196	396	370	390
KJY95_RS03395	NZ_CP076404.1	699481	699582	-	102	7	8	6
KJY95_RS03400	NZ_CP076404.1	699819	700493	-	675	260	290	223
KJY95_RS03405	NZ_CP076404.1	700493	703174	-	2682	1148	1097	797
KJY95_RS03410	NZ_CP076404.1	703170	703739	-	570	239	201	158
KJY95_RS03415	NZ_CP076404.1	703751	705796	-	2046	333	296	217
KJY95_RS03420	NZ_CP076404.1	705822	707492	-	1671	115	109	149
KJY95_RS03425	NZ_CP076404.1	707495	707581	-	87	1	2	6
KJY95_RS03430	NZ_CP076404.1	707894	708097	+	204	1044	1393	848
KJY95_RS03435	NZ_CP076404.1	708343	712533	+	4191	2718	3065	2317
KJY95_RS03440	NZ_CP076404.1	712536	712859	+	324	81	120	96
KJY95_RS03445	NZ_CP076404.1	712893	714410	+	1518	548	518	401
